split,image_id,source_image_path,image_path,label_path,image_height,image_width,true_instances,converted_polygons,dropped_instances,fallback_polygons,min_polygon_points,median_polygon_points,max_polygon_points
train,564fa390d9a9c26f986bf860d9091cbd84244bc1c8e3c9369f2f2e5b5fd99b92,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/564fa390d9a9c26f986bf860d9091cbd84244bc1c8e3c9369f2f2e5b5fd99b92/images/564fa390d9a9c26f986bf860d9091cbd84244bc1c8e3c9369f2f2e5b5fd99b92.png,results/supervised/yolo_fixed_budget/images/564fa390d9a9c26f986bf860d9091cbd84244bc1c8e3c9369f2f2e5b5fd99b92.png,results/supervised/yolo_fixed_budget/labels/564fa390d9a9c26f986bf860d9091cbd84244bc1c8e3c9369f2f2e5b5fd99b92.txt,256,256,65,65,0,0,4,8.0,13
train,57bd029b19c1b382bef9db3ac14f13ea85e36a6053b92e46caedee95c05847ab,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/57bd029b19c1b382bef9db3ac14f13ea85e36a6053b92e46caedee95c05847ab/images/57bd029b19c1b382bef9db3ac14f13ea85e36a6053b92e46caedee95c05847ab.png,results/supervised/yolo_fixed_budget/images/57bd029b19c1b382bef9db3ac14f13ea85e36a6053b92e46caedee95c05847ab.png,results/supervised/yolo_fixed_budget/labels/57bd029b19c1b382bef9db3ac14f13ea85e36a6053b92e46caedee95c05847ab.txt,256,320,9,9,0,0,6,14.0,21
train,5908488d940e846cc121c768758da9b1bd5b9922417e20c9101a4e254fa98af8,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/5908488d940e846cc121c768758da9b1bd5b9922417e20c9101a4e254fa98af8/images/5908488d940e846cc121c768758da9b1bd5b9922417e20c9101a4e254fa98af8.png,results/supervised/yolo_fixed_budget/images/5908488d940e846cc121c768758da9b1bd5b9922417e20c9101a4e254fa98af8.png,results/supervised/yolo_fixed_budget/labels/5908488d940e846cc121c768758da9b1bd5b9922417e20c9101a4e254fa98af8.txt,256,256,46,46,0,0,4,9.0,10
train,5b12df18e4ae4df5af06052584cf0e6bef58ee2a220653890636eef88a944e14,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/5b12df18e4ae4df5af06052584cf0e6bef58ee2a220653890636eef88a944e14/images/5b12df18e4ae4df5af06052584cf0e6bef58ee2a220653890636eef88a944e14.png,results/supervised/yolo_fixed_budget/images/5b12df18e4ae4df5af06052584cf0e6bef58ee2a220653890636eef88a944e14.png,results/supervised/yolo_fixed_budget/labels/5b12df18e4ae4df5af06052584cf0e6bef58ee2a220653890636eef88a944e14.txt,256,256,15,15,0,0,5,9.0,12
train,5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6/images/5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6.png,results/supervised/yolo_fixed_budget/images/5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6.png,results/supervised/yolo_fixed_budget/labels/5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6.txt,360,360,29,29,0,0,4,14.0,19
train,5d75a63972ef643efd7c42f20668b167f2af43635d6263962d84e62e7609ab51,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/5d75a63972ef643efd7c42f20668b167f2af43635d6263962d84e62e7609ab51/images/5d75a63972ef643efd7c42f20668b167f2af43635d6263962d84e62e7609ab51.png,results/supervised/yolo_fixed_budget/images/5d75a63972ef643efd7c42f20668b167f2af43635d6263962d84e62e7609ab51.png,results/supervised/yolo_fixed_budget/labels/5d75a63972ef643efd7c42f20668b167f2af43635d6263962d84e62e7609ab51.txt,256,320,88,88,0,0,4,9.0,16
train,602f267432e7a573e1092f1cf48135c82d0fbc8722bc028b9330ec801a40bb18,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/602f267432e7a573e1092f1cf48135c82d0fbc8722bc028b9330ec801a40bb18/images/602f267432e7a573e1092f1cf48135c82d0fbc8722bc028b9330ec801a40bb18.png,results/supervised/yolo_fixed_budget/images/602f267432e7a573e1092f1cf48135c82d0fbc8722bc028b9330ec801a40bb18.png,results/supervised/yolo_fixed_budget/labels/602f267432e7a573e1092f1cf48135c82d0fbc8722bc028b9330ec801a40bb18.txt,520,696,19,19,0,0,5,12.0,13
train,619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483/images/619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483.png,results/supervised/yolo_fixed_budget/images/619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483.png,results/supervised/yolo_fixed_budget/labels/619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483.txt,256,256,24,24,0,0,4,11.0,13
train,62570c4ff1c5ab6d9d383aba9f25e604768520b4266afd40fdf4734a694c8bc3,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/62570c4ff1c5ab6d9d383aba9f25e604768520b4266afd40fdf4734a694c8bc3/images/62570c4ff1c5ab6d9d383aba9f25e604768520b4266afd40fdf4734a694c8bc3.png,results/supervised/yolo_fixed_budget/images/62570c4ff1c5ab6d9d383aba9f25e604768520b4266afd40fdf4734a694c8bc3.png,results/supervised/yolo_fixed_budget/labels/62570c4ff1c5ab6d9d383aba9f25e604768520b4266afd40fdf4734a694c8bc3.txt,256,256,10,10,0,0,5,9.0,10
train,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f/images/66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f.png,results/supervised/yolo_fixed_budget/images/66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f.png,results/supervised/yolo_fixed_budget/labels/66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f.txt,256,256,15,15,0,0,3,9.0,11
train,6aa7dd0c88bec4f96cdd497f9c37779733033d9ec6513307461302d36bd32ac7,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/6aa7dd0c88bec4f96cdd497f9c37779733033d9ec6513307461302d36bd32ac7/images/6aa7dd0c88bec4f96cdd497f9c37779733033d9ec6513307461302d36bd32ac7.png,results/supervised/yolo_fixed_budget/images/6aa7dd0c88bec4f96cdd497f9c37779733033d9ec6513307461302d36bd32ac7.png,results/supervised/yolo_fixed_budget/labels/6aa7dd0c88bec4f96cdd497f9c37779733033d9ec6513307461302d36bd32ac7.txt,256,256,10,10,0,0,3,9.0,10
train,6b6d4e6ff52de473a4b6f8bd0f11ae22242d508cc4117ff38ec39cbb88088aaa,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/6b6d4e6ff52de473a4b6f8bd0f11ae22242d508cc4117ff38ec39cbb88088aaa/images/6b6d4e6ff52de473a4b6f8bd0f11ae22242d508cc4117ff38ec39cbb88088aaa.png,results/supervised/yolo_fixed_budget/images/6b6d4e6ff52de473a4b6f8bd0f11ae22242d508cc4117ff38ec39cbb88088aaa.png,results/supervised/yolo_fixed_budget/labels/6b6d4e6ff52de473a4b6f8bd0f11ae22242d508cc4117ff38ec39cbb88088aaa.txt,520,696,61,61,0,0,3,12.0,17
train,6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011/images/6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011.png,results/supervised/yolo_fixed_budget/images/6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011.png,results/supervised/yolo_fixed_budget/labels/6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011.txt,256,256,8,8,0,0,5,9.0,11
train,6fc83b33896f58a4a067d8fdcf51f15d4ae9be05d8c3815d23336f1f2a8c45a1,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/6fc83b33896f58a4a067d8fdcf51f15d4ae9be05d8c3815d23336f1f2a8c45a1/images/6fc83b33896f58a4a067d8fdcf51f15d4ae9be05d8c3815d23336f1f2a8c45a1.png,results/supervised/yolo_fixed_budget/images/6fc83b33896f58a4a067d8fdcf51f15d4ae9be05d8c3815d23336f1f2a8c45a1.png,results/supervised/yolo_fixed_budget/labels/6fc83b33896f58a4a067d8fdcf51f15d4ae9be05d8c3815d23336f1f2a8c45a1.txt,360,360,23,23,0,0,5,15.0,21
train,718751b439c05bdd589f04fcef321a86be3ecb35292a435138e295e05eb2e771,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/718751b439c05bdd589f04fcef321a86be3ecb35292a435138e295e05eb2e771/images/718751b439c05bdd589f04fcef321a86be3ecb35292a435138e295e05eb2e771.png,results/supervised/yolo_fixed_budget/images/718751b439c05bdd589f04fcef321a86be3ecb35292a435138e295e05eb2e771.png,results/supervised/yolo_fixed_budget/labels/718751b439c05bdd589f04fcef321a86be3ecb35292a435138e295e05eb2e771.txt,256,320,61,61,0,0,4,10.0,25
train,75120baa6abcbfe750a4eb223b8c10ae6bc3bebdda7b00d9a78bc2472fa28625,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/75120baa6abcbfe750a4eb223b8c10ae6bc3bebdda7b00d9a78bc2472fa28625/images/75120baa6abcbfe750a4eb223b8c10ae6bc3bebdda7b00d9a78bc2472fa28625.png,results/supervised/yolo_fixed_budget/images/75120baa6abcbfe750a4eb223b8c10ae6bc3bebdda7b00d9a78bc2472fa28625.png,results/supervised/yolo_fixed_budget/labels/75120baa6abcbfe750a4eb223b8c10ae6bc3bebdda7b00d9a78bc2472fa28625.txt,256,256,33,33,0,0,4,9.0,13
train,76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1/images/76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1.png,results/supervised/yolo_fixed_budget/images/76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1.png,results/supervised/yolo_fixed_budget/labels/76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1.txt,520,696,111,111,0,0,5,12.0,17
train,7978812d0e2e034ee1f9c141f019705582fcaa290e4a01c6c75a62753285cb23,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/7978812d0e2e034ee1f9c141f019705582fcaa290e4a01c6c75a62753285cb23/images/7978812d0e2e034ee1f9c141f019705582fcaa290e4a01c6c75a62753285cb23.png,results/supervised/yolo_fixed_budget/images/7978812d0e2e034ee1f9c141f019705582fcaa290e4a01c6c75a62753285cb23.png,results/supervised/yolo_fixed_budget/labels/7978812d0e2e034ee1f9c141f019705582fcaa290e4a01c6c75a62753285cb23.txt,360,360,25,25,0,0,3,16.0,37
train,7aae06bc4558829473071defec0b7ab3bfa9c5005548a13da95596bb6a66d105,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/7aae06bc4558829473071defec0b7ab3bfa9c5005548a13da95596bb6a66d105/images/7aae06bc4558829473071defec0b7ab3bfa9c5005548a13da95596bb6a66d105.png,results/supervised/yolo_fixed_budget/images/7aae06bc4558829473071defec0b7ab3bfa9c5005548a13da95596bb6a66d105.png,results/supervised/yolo_fixed_budget/labels/7aae06bc4558829473071defec0b7ab3bfa9c5005548a13da95596bb6a66d105.txt,256,256,75,75,0,0,4,8.0,11
train,7c0157913223365720209ac83ff2e0b1b2b460173acd615c67646014093a2b97,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/7c0157913223365720209ac83ff2e0b1b2b460173acd615c67646014093a2b97/images/7c0157913223365720209ac83ff2e0b1b2b460173acd615c67646014093a2b97.png,results/supervised/yolo_fixed_budget/images/7c0157913223365720209ac83ff2e0b1b2b460173acd615c67646014093a2b97.png,results/supervised/yolo_fixed_budget/labels/7c0157913223365720209ac83ff2e0b1b2b460173acd615c67646014093a2b97.txt,360,360,25,25,0,0,4,16.0,23
train,7f38885521586fc6011bef1314a9fb2aa1e4935bd581b2991e1d963395eab770,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/7f38885521586fc6011bef1314a9fb2aa1e4935bd581b2991e1d963395eab770/images/7f38885521586fc6011bef1314a9fb2aa1e4935bd581b2991e1d963395eab770.png,results/supervised/yolo_fixed_budget/images/7f38885521586fc6011bef1314a9fb2aa1e4935bd581b2991e1d963395eab770.png,results/supervised/yolo_fixed_budget/labels/7f38885521586fc6011bef1314a9fb2aa1e4935bd581b2991e1d963395eab770.txt,1024,1024,101,101,0,2,4,9.0,13
train,813f41ef376c3cbcc9d6e2ce6a51c2ee068226d1c1b13404eb238dcfdd447c97,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/813f41ef376c3cbcc9d6e2ce6a51c2ee068226d1c1b13404eb238dcfdd447c97/images/813f41ef376c3cbcc9d6e2ce6a51c2ee068226d1c1b13404eb238dcfdd447c97.png,results/supervised/yolo_fixed_budget/images/813f41ef376c3cbcc9d6e2ce6a51c2ee068226d1c1b13404eb238dcfdd447c97.png,results/supervised/yolo_fixed_budget/labels/813f41ef376c3cbcc9d6e2ce6a51c2ee068226d1c1b13404eb238dcfdd447c97.txt,256,256,14,14,0,0,5,8.0,10
train,84eeec681987753029eb83ea5f3ff7e8b5697783cdb2035f2882d40c9a3f1029,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/84eeec681987753029eb83ea5f3ff7e8b5697783cdb2035f2882d40c9a3f1029/images/84eeec681987753029eb83ea5f3ff7e8b5697783cdb2035f2882d40c9a3f1029.png,results/supervised/yolo_fixed_budget/images/84eeec681987753029eb83ea5f3ff7e8b5697783cdb2035f2882d40c9a3f1029.png,results/supervised/yolo_fixed_budget/labels/84eeec681987753029eb83ea5f3ff7e8b5697783cdb2035f2882d40c9a3f1029.txt,256,256,1,1,0,0,7,7.0,7
train,87ea72894f6534b28e740cc34cf5c9eb75d0d8902687fce5fcc08a92e9f41386,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/87ea72894f6534b28e740cc34cf5c9eb75d0d8902687fce5fcc08a92e9f41386/images/87ea72894f6534b28e740cc34cf5c9eb75d0d8902687fce5fcc08a92e9f41386.png,results/supervised/yolo_fixed_budget/images/87ea72894f6534b28e740cc34cf5c9eb75d0d8902687fce5fcc08a92e9f41386.png,results/supervised/yolo_fixed_budget/labels/87ea72894f6534b28e740cc34cf5c9eb75d0d8902687fce5fcc08a92e9f41386.txt,256,320,14,14,0,0,4,13.0,24
train,8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf/images/8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf.png,results/supervised/yolo_fixed_budget/images/8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf.png,results/supervised/yolo_fixed_budget/labels/8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf.txt,256,256,7,7,0,0,5,9.0,11
train,8cdbdda8b3a64c97409c0160bcfb06eb8e876cedc3691aa63ca16dbafae6f948,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/8cdbdda8b3a64c97409c0160bcfb06eb8e876cedc3691aa63ca16dbafae6f948/images/8cdbdda8b3a64c97409c0160bcfb06eb8e876cedc3691aa63ca16dbafae6f948.png,results/supervised/yolo_fixed_budget/images/8cdbdda8b3a64c97409c0160bcfb06eb8e876cedc3691aa63ca16dbafae6f948.png,results/supervised/yolo_fixed_budget/labels/8cdbdda8b3a64c97409c0160bcfb06eb8e876cedc3691aa63ca16dbafae6f948.txt,520,696,92,92,0,0,3,12.0,16
train,8e507d58f4c27cd2a82bee79fe27b069befd62a46fdaed20970a95a2ba819c7b,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/8e507d58f4c27cd2a82bee79fe27b069befd62a46fdaed20970a95a2ba819c7b/images/8e507d58f4c27cd2a82bee79fe27b069befd62a46fdaed20970a95a2ba819c7b.png,results/supervised/yolo_fixed_budget/images/8e507d58f4c27cd2a82bee79fe27b069befd62a46fdaed20970a95a2ba819c7b.png,results/supervised/yolo_fixed_budget/labels/8e507d58f4c27cd2a82bee79fe27b069befd62a46fdaed20970a95a2ba819c7b.txt,256,320,6,6,0,0,5,7.0,12
train,8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1/images/8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1.png,results/supervised/yolo_fixed_budget/images/8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1.png,results/supervised/yolo_fixed_budget/labels/8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1.txt,256,256,74,74,0,0,4,9.0,10
train,92f31f591929a30e4309ab75185c96ff4314ce0a7ead2ed2c2171897ad1da0c7,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/92f31f591929a30e4309ab75185c96ff4314ce0a7ead2ed2c2171897ad1da0c7/images/92f31f591929a30e4309ab75185c96ff4314ce0a7ead2ed2c2171897ad1da0c7.png,results/supervised/yolo_fixed_budget/images/92f31f591929a30e4309ab75185c96ff4314ce0a7ead2ed2c2171897ad1da0c7.png,results/supervised/yolo_fixed_budget/labels/92f31f591929a30e4309ab75185c96ff4314ce0a7ead2ed2c2171897ad1da0c7.txt,256,320,10,10,0,0,4,9.5,11
train,947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050/images/947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050.png,results/supervised/yolo_fixed_budget/images/947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050.png,results/supervised/yolo_fixed_budget/labels/947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050.txt,256,320,64,64,0,0,4,10.0,24
train,9586e48a9a4353f11898a6a4b7475a91574e8af82e99c4b7a5e1f1b18f345f7a,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/9586e48a9a4353f11898a6a4b7475a91574e8af82e99c4b7a5e1f1b18f345f7a/images/9586e48a9a4353f11898a6a4b7475a91574e8af82e99c4b7a5e1f1b18f345f7a.png,results/supervised/yolo_fixed_budget/images/9586e48a9a4353f11898a6a4b7475a91574e8af82e99c4b7a5e1f1b18f345f7a.png,results/supervised/yolo_fixed_budget/labels/9586e48a9a4353f11898a6a4b7475a91574e8af82e99c4b7a5e1f1b18f345f7a.txt,256,256,99,99,0,0,4,8.0,10
train,98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0/images/98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0.png,results/supervised/yolo_fixed_budget/images/98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0.png,results/supervised/yolo_fixed_budget/labels/98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0.txt,520,696,125,125,0,0,4,13.0,27
train,9c95eae11da041189e84cda20bdfb75716a6594684de4b6ce12a9aaadbb874c9,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/9c95eae11da041189e84cda20bdfb75716a6594684de4b6ce12a9aaadbb874c9/images/9c95eae11da041189e84cda20bdfb75716a6594684de4b6ce12a9aaadbb874c9.png,results/supervised/yolo_fixed_budget/images/9c95eae11da041189e84cda20bdfb75716a6594684de4b6ce12a9aaadbb874c9.png,results/supervised/yolo_fixed_budget/labels/9c95eae11da041189e84cda20bdfb75716a6594684de4b6ce12a9aaadbb874c9.txt,256,256,20,20,0,0,4,6.5,10
train,9ebcfaf2322932d464f15b5662cae4d669b2d785b8299556d73fffcae8365d32,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/9ebcfaf2322932d464f15b5662cae4d669b2d785b8299556d73fffcae8365d32/images/9ebcfaf2322932d464f15b5662cae4d669b2d785b8299556d73fffcae8365d32.png,results/supervised/yolo_fixed_budget/images/9ebcfaf2322932d464f15b5662cae4d669b2d785b8299556d73fffcae8365d32.png,results/supervised/yolo_fixed_budget/labels/9ebcfaf2322932d464f15b5662cae4d669b2d785b8299556d73fffcae8365d32.txt,256,320,58,58,0,0,5,12.0,17
train,a0325cb7aa59e9c0a75e64ba26855d8032c46161aa4bca0c01bac5e4a836485e,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/a0325cb7aa59e9c0a75e64ba26855d8032c46161aa4bca0c01bac5e4a836485e/images/a0325cb7aa59e9c0a75e64ba26855d8032c46161aa4bca0c01bac5e4a836485e.png,results/supervised/yolo_fixed_budget/images/a0325cb7aa59e9c0a75e64ba26855d8032c46161aa4bca0c01bac5e4a836485e.png,results/supervised/yolo_fixed_budget/labels/a0325cb7aa59e9c0a75e64ba26855d8032c46161aa4bca0c01bac5e4a836485e.txt,256,320,39,39,0,0,5,11.0,40
train,a102535b0e88374bea4a1cfd9ee7cb3822ff54f4ab2a9845d428ec22f9ee2288,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/a102535b0e88374bea4a1cfd9ee7cb3822ff54f4ab2a9845d428ec22f9ee2288/images/a102535b0e88374bea4a1cfd9ee7cb3822ff54f4ab2a9845d428ec22f9ee2288.png,results/supervised/yolo_fixed_budget/images/a102535b0e88374bea4a1cfd9ee7cb3822ff54f4ab2a9845d428ec22f9ee2288.png,results/supervised/yolo_fixed_budget/labels/a102535b0e88374bea4a1cfd9ee7cb3822ff54f4ab2a9845d428ec22f9ee2288.txt,603,1272,375,375,0,0,5,8.0,23
train,a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d/images/a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d.png,results/supervised/yolo_fixed_budget/images/a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d.png,results/supervised/yolo_fixed_budget/labels/a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d.txt,256,320,87,87,0,0,4,11.0,22
train,a5e695fce80dc03efb6665a9ec14500ab47f4ee9f6437531388dd3cc32c90db1,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/a5e695fce80dc03efb6665a9ec14500ab47f4ee9f6437531388dd3cc32c90db1/images/a5e695fce80dc03efb6665a9ec14500ab47f4ee9f6437531388dd3cc32c90db1.png,results/supervised/yolo_fixed_budget/images/a5e695fce80dc03efb6665a9ec14500ab47f4ee9f6437531388dd3cc32c90db1.png,results/supervised/yolo_fixed_budget/labels/a5e695fce80dc03efb6665a9ec14500ab47f4ee9f6437531388dd3cc32c90db1.txt,512,640,49,49,0,0,6,13.0,24
train,a65bbfc5673e8053b6ce49f39c79cf3a846fe5cc46dd93105f74fb07cf44606d,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/a65bbfc5673e8053b6ce49f39c79cf3a846fe5cc46dd93105f74fb07cf44606d/images/a65bbfc5673e8053b6ce49f39c79cf3a846fe5cc46dd93105f74fb07cf44606d.png,results/supervised/yolo_fixed_budget/images/a65bbfc5673e8053b6ce49f39c79cf3a846fe5cc46dd93105f74fb07cf44606d.png,results/supervised/yolo_fixed_budget/labels/a65bbfc5673e8053b6ce49f39c79cf3a846fe5cc46dd93105f74fb07cf44606d.txt,520,696,134,134,0,0,4,12.5,29
train,a891bbc89143bca7a717386144eb061ec2d599cba24681389bcb3a2fedb8ff8c,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/a891bbc89143bca7a717386144eb061ec2d599cba24681389bcb3a2fedb8ff8c/images/a891bbc89143bca7a717386144eb061ec2d599cba24681389bcb3a2fedb8ff8c.png,results/supervised/yolo_fixed_budget/images/a891bbc89143bca7a717386144eb061ec2d599cba24681389bcb3a2fedb8ff8c.png,results/supervised/yolo_fixed_budget/labels/a891bbc89143bca7a717386144eb061ec2d599cba24681389bcb3a2fedb8ff8c.txt,520,696,155,155,0,0,4,12.0,25
train,aa4d989d262c618ac2793579e200cc71b3767f84698ae5f669867f23cdfe2568,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/aa4d989d262c618ac2793579e200cc71b3767f84698ae5f669867f23cdfe2568/images/aa4d989d262c618ac2793579e200cc71b3767f84698ae5f669867f23cdfe2568.png,results/supervised/yolo_fixed_budget/images/aa4d989d262c618ac2793579e200cc71b3767f84698ae5f669867f23cdfe2568.png,results/supervised/yolo_fixed_budget/labels/aa4d989d262c618ac2793579e200cc71b3767f84698ae5f669867f23cdfe2568.txt,256,256,8,8,0,0,5,9.0,11
train,abc781c8721fe04b877a7e324494eb75aa5bce94950a0e4e4d7d6ffc9e74da62,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/abc781c8721fe04b877a7e324494eb75aa5bce94950a0e4e4d7d6ffc9e74da62/images/abc781c8721fe04b877a7e324494eb75aa5bce94950a0e4e4d7d6ffc9e74da62.png,results/supervised/yolo_fixed_budget/images/abc781c8721fe04b877a7e324494eb75aa5bce94950a0e4e4d7d6ffc9e74da62.png,results/supervised/yolo_fixed_budget/labels/abc781c8721fe04b877a7e324494eb75aa5bce94950a0e4e4d7d6ffc9e74da62.txt,256,256,11,11,0,0,3,9.0,11
train,adc315bd40d699fd4e4effbcce81cd7162851007f485d754ad3b0472f73a86df,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/adc315bd40d699fd4e4effbcce81cd7162851007f485d754ad3b0472f73a86df/images/adc315bd40d699fd4e4effbcce81cd7162851007f485d754ad3b0472f73a86df.png,results/supervised/yolo_fixed_budget/images/adc315bd40d699fd4e4effbcce81cd7162851007f485d754ad3b0472f73a86df.png,results/supervised/yolo_fixed_budget/labels/adc315bd40d699fd4e4effbcce81cd7162851007f485d754ad3b0472f73a86df.txt,360,360,5,5,0,0,12,25.0,34
