split,image_id,image_path,height,width,channels,dtype,has_png_masks,mask_count,has_solution_rle,solution_rle_count
stage1_train,4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607,data/raw/dsb2018/stage1_train/4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607/images/4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607.png,256,320,4,uint8,True,98,False,0
stage1_train,4d2cff9a0c8df3a7ef6100fda6f66e865a7670af6a18564767d8019b9ed2fd7b,data/raw/dsb2018/stage1_train/4d2cff9a0c8df3a7ef6100fda6f66e865a7670af6a18564767d8019b9ed2fd7b/images/4d2cff9a0c8df3a7ef6100fda6f66e865a7670af6a18564767d8019b9ed2fd7b.png,520,696,4,uint8,True,119,False,0
stage1_train,4d40de30a3db3bc4f241cb7f48e8497c11e8f20a99bf55788bdce17242029745,data/raw/dsb2018/stage1_train/4d40de30a3db3bc4f241cb7f48e8497c11e8f20a99bf55788bdce17242029745/images/4d40de30a3db3bc4f241cb7f48e8497c11e8f20a99bf55788bdce17242029745.png,256,256,4,uint8,True,28,False,0
stage1_train,4d4ebfcae4374165ea6ae7c7e18fd0ba5014c3c860ee2489c59e25ddd45e7a32,data/raw/dsb2018/stage1_train/4d4ebfcae4374165ea6ae7c7e18fd0ba5014c3c860ee2489c59e25ddd45e7a32/images/4d4ebfcae4374165ea6ae7c7e18fd0ba5014c3c860ee2489c59e25ddd45e7a32.png,256,256,4,uint8,True,49,False,0
stage1_train,4d4f254f3b8b4408d661df3735591554b2f6587ce1952928d619b48010d55467,data/raw/dsb2018/stage1_train/4d4f254f3b8b4408d661df3735591554b2f6587ce1952928d619b48010d55467/images/4d4f254f3b8b4408d661df3735591554b2f6587ce1952928d619b48010d55467.png,256,320,4,uint8,True,15,False,0
stage1_train,4dbbb275960ab9e4ec2c66c8d3000f7c70c8dce5112df591b95db84e25efa6e9,data/raw/dsb2018/stage1_train/4dbbb275960ab9e4ec2c66c8d3000f7c70c8dce5112df591b95db84e25efa6e9/images/4dbbb275960ab9e4ec2c66c8d3000f7c70c8dce5112df591b95db84e25efa6e9.png,520,696,4,uint8,True,183,False,0
stage1_train,4e07a653352b30bb95b60ebc6c57afbc7215716224af731c51ff8d430788cd40,data/raw/dsb2018/stage1_train/4e07a653352b30bb95b60ebc6c57afbc7215716224af731c51ff8d430788cd40/images/4e07a653352b30bb95b60ebc6c57afbc7215716224af731c51ff8d430788cd40.png,1024,1024,4,uint8,True,136,False,0
stage1_train,4e1c889de3764694d0dea41e5682fedb265eaf2cdbe72ff6c1f518747d709464,data/raw/dsb2018/stage1_train/4e1c889de3764694d0dea41e5682fedb265eaf2cdbe72ff6c1f518747d709464/images/4e1c889de3764694d0dea41e5682fedb265eaf2cdbe72ff6c1f518747d709464.png,520,696,4,uint8,True,43,False,0
stage1_train,4e23ecf65040f86420e0201134e538951acdeda84fbb274311f995682044dd64,data/raw/dsb2018/stage1_train/4e23ecf65040f86420e0201134e538951acdeda84fbb274311f995682044dd64/images/4e23ecf65040f86420e0201134e538951acdeda84fbb274311f995682044dd64.png,256,320,4,uint8,True,27,False,0
stage1_train,4e92129f4e8066d6f560d6022cd343a2245939aa49d8b06cddbd9bfc7e7eeb0e,data/raw/dsb2018/stage1_train/4e92129f4e8066d6f560d6022cd343a2245939aa49d8b06cddbd9bfc7e7eeb0e/images/4e92129f4e8066d6f560d6022cd343a2245939aa49d8b06cddbd9bfc7e7eeb0e.png,256,320,4,uint8,True,46,False,0
stage1_train,4ee5850b63549794eb3ecd3d5f5673164ac16936e36ecc3700da886e3b616149,data/raw/dsb2018/stage1_train/4ee5850b63549794eb3ecd3d5f5673164ac16936e36ecc3700da886e3b616149/images/4ee5850b63549794eb3ecd3d5f5673164ac16936e36ecc3700da886e3b616149.png,520,696,4,uint8,True,48,False,0
stage1_train,4ff152d76db095f75c664dd48e41e8c9953fd0e784535883916383165e28a08e,data/raw/dsb2018/stage1_train/4ff152d76db095f75c664dd48e41e8c9953fd0e784535883916383165e28a08e/images/4ff152d76db095f75c664dd48e41e8c9953fd0e784535883916383165e28a08e.png,256,256,4,uint8,True,6,False,0
stage1_train,50a7ea80dd73232a17f98b5c83f62ec89989e892fe25b79b36f99b3872a7d182,data/raw/dsb2018/stage1_train/50a7ea80dd73232a17f98b5c83f62ec89989e892fe25b79b36f99b3872a7d182/images/50a7ea80dd73232a17f98b5c83f62ec89989e892fe25b79b36f99b3872a7d182.png,360,360,4,uint8,True,22,False,0
stage1_train,514ccfc78cb55988a238d3ac9dc83460aa88382c95d56bcc0559962d9fe481ef,data/raw/dsb2018/stage1_train/514ccfc78cb55988a238d3ac9dc83460aa88382c95d56bcc0559962d9fe481ef/images/514ccfc78cb55988a238d3ac9dc83460aa88382c95d56bcc0559962d9fe481ef.png,360,360,4,uint8,True,21,False,0
stage1_train,516a0e20327d6dfcedcf57e3056115e4fb29cdf4cb349003bdfc75c9b7f5c2cf,data/raw/dsb2018/stage1_train/516a0e20327d6dfcedcf57e3056115e4fb29cdf4cb349003bdfc75c9b7f5c2cf/images/516a0e20327d6dfcedcf57e3056115e4fb29cdf4cb349003bdfc75c9b7f5c2cf.png,360,360,4,uint8,True,22,False,0
stage1_train,52a4ac5a875be7a6c886035d54fb63f5f397dc43508c4831898f6b2f8debc7f3,data/raw/dsb2018/stage1_train/52a4ac5a875be7a6c886035d54fb63f5f397dc43508c4831898f6b2f8debc7f3/images/52a4ac5a875be7a6c886035d54fb63f5f397dc43508c4831898f6b2f8debc7f3.png,256,256,4,uint8,True,8,False,0
stage1_train,52a6b8ae4c8e0a8a07a31b8e3f401d8811bf1942969c198e51dfcbd98520aa60,data/raw/dsb2018/stage1_train/52a6b8ae4c8e0a8a07a31b8e3f401d8811bf1942969c198e51dfcbd98520aa60/images/52a6b8ae4c8e0a8a07a31b8e3f401d8811bf1942969c198e51dfcbd98520aa60.png,256,320,4,uint8,True,25,False,0
stage1_train,538b7673d507014d83af238876e03617396b70fe27f525f8205a4a96900fbb8e,data/raw/dsb2018/stage1_train/538b7673d507014d83af238876e03617396b70fe27f525f8205a4a96900fbb8e/images/538b7673d507014d83af238876e03617396b70fe27f525f8205a4a96900fbb8e.png,603,1272,4,uint8,True,196,False,0
stage1_train,53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc,data/raw/dsb2018/stage1_train/53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc/images/53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc.png,520,696,4,uint8,True,123,False,0
stage1_train,5419302571113e9aa74c7c0a9575333ca539b871a16c86ee92b35170b4ddc52e,data/raw/dsb2018/stage1_train/5419302571113e9aa74c7c0a9575333ca539b871a16c86ee92b35170b4ddc52e/images/5419302571113e9aa74c7c0a9575333ca539b871a16c86ee92b35170b4ddc52e.png,256,256,4,uint8,True,8,False,0
stage1_train,54793624413c7d0e048173f7aeee85de3277f7e8d47c82e0a854fe43e879cd12,data/raw/dsb2018/stage1_train/54793624413c7d0e048173f7aeee85de3277f7e8d47c82e0a854fe43e879cd12/images/54793624413c7d0e048173f7aeee85de3277f7e8d47c82e0a854fe43e879cd12.png,1024,1024,4,uint8,True,73,False,0
stage1_train,547ef286ee5f4e5dce533e982e6992ada67b7d727fdd3cfa6576f24c631a7ae6,data/raw/dsb2018/stage1_train/547ef286ee5f4e5dce533e982e6992ada67b7d727fdd3cfa6576f24c631a7ae6/images/547ef286ee5f4e5dce533e982e6992ada67b7d727fdd3cfa6576f24c631a7ae6.png,520,696,4,uint8,True,257,False,0
stage1_train,5488e8df5440ee5161fdfae3aeccd2ee396636430065c90e3f1f73870a975991,data/raw/dsb2018/stage1_train/5488e8df5440ee5161fdfae3aeccd2ee396636430065c90e3f1f73870a975991/images/5488e8df5440ee5161fdfae3aeccd2ee396636430065c90e3f1f73870a975991.png,360,360,4,uint8,True,36,False,0
stage1_train,54cb3328e778d87f76062b0550e3bc190f46384acd8efbe58c297265d1906e84,data/raw/dsb2018/stage1_train/54cb3328e778d87f76062b0550e3bc190f46384acd8efbe58c297265d1906e84/images/54cb3328e778d87f76062b0550e3bc190f46384acd8efbe58c297265d1906e84.png,256,256,4,uint8,True,36,False,0
stage1_train,54fe2d3416951cbc48f8718624c86a7ae58b6022a7fa75591b13f625cf53658b,data/raw/dsb2018/stage1_train/54fe2d3416951cbc48f8718624c86a7ae58b6022a7fa75591b13f625cf53658b/images/54fe2d3416951cbc48f8718624c86a7ae58b6022a7fa75591b13f625cf53658b.png,256,256,4,uint8,True,25,False,0
stage1_train,55f98f43c152aa0dc8bea513f8ba558cc57494b81ae4ee816977816e79629c50,data/raw/dsb2018/stage1_train/55f98f43c152aa0dc8bea513f8ba558cc57494b81ae4ee816977816e79629c50/images/55f98f43c152aa0dc8bea513f8ba558cc57494b81ae4ee816977816e79629c50.png,256,320,4,uint8,True,27,False,0
stage1_train,55ff2b0ec48b76e10c7ee18add5794005cd551697f96af865c763d50da78dd9c,data/raw/dsb2018/stage1_train/55ff2b0ec48b76e10c7ee18add5794005cd551697f96af865c763d50da78dd9c/images/55ff2b0ec48b76e10c7ee18add5794005cd551697f96af865c763d50da78dd9c.png,256,256,4,uint8,True,20,False,0
stage1_train,564fa390d9a9c26f986bf860d9091cbd84244bc1c8e3c9369f2f2e5b5fd99b92,data/raw/dsb2018/stage1_train/564fa390d9a9c26f986bf860d9091cbd84244bc1c8e3c9369f2f2e5b5fd99b92/images/564fa390d9a9c26f986bf860d9091cbd84244bc1c8e3c9369f2f2e5b5fd99b92.png,256,256,4,uint8,True,65,False,0
stage1_train,56d0da5b663ddd49955478c00ca03118c367ff7dd6a646b8c875b0acb207d1c5,data/raw/dsb2018/stage1_train/56d0da5b663ddd49955478c00ca03118c367ff7dd6a646b8c875b0acb207d1c5/images/56d0da5b663ddd49955478c00ca03118c367ff7dd6a646b8c875b0acb207d1c5.png,360,360,4,uint8,True,24,False,0
stage1_train,573a657d5e5fcb9574a758b0ab34b09c79d7ba374ceb71227c3dc88f009a3f6b,data/raw/dsb2018/stage1_train/573a657d5e5fcb9574a758b0ab34b09c79d7ba374ceb71227c3dc88f009a3f6b/images/573a657d5e5fcb9574a758b0ab34b09c79d7ba374ceb71227c3dc88f009a3f6b.png,256,256,4,uint8,True,27,False,0
stage1_train,573e1480b500c395f8d3f1800e1998bf553af0d3d43039333d33cf37d08f64e5,data/raw/dsb2018/stage1_train/573e1480b500c395f8d3f1800e1998bf553af0d3d43039333d33cf37d08f64e5/images/573e1480b500c395f8d3f1800e1998bf553af0d3d43039333d33cf37d08f64e5.png,256,256,4,uint8,True,12,False,0
stage1_train,57b49733c5a3c268b013553635a826e6a1b10e699bbd19c3b842375fe0adf344,data/raw/dsb2018/stage1_train/57b49733c5a3c268b013553635a826e6a1b10e699bbd19c3b842375fe0adf344/images/57b49733c5a3c268b013553635a826e6a1b10e699bbd19c3b842375fe0adf344.png,360,360,4,uint8,True,18,False,0
stage1_train,57bd029b19c1b382bef9db3ac14f13ea85e36a6053b92e46caedee95c05847ab,data/raw/dsb2018/stage1_train/57bd029b19c1b382bef9db3ac14f13ea85e36a6053b92e46caedee95c05847ab/images/57bd029b19c1b382bef9db3ac14f13ea85e36a6053b92e46caedee95c05847ab.png,256,320,4,uint8,True,9,False,0
stage1_train,57d88f45e479ce3821839b2706d667758c63ac769d76800d815c73d2507c1e42,data/raw/dsb2018/stage1_train/57d88f45e479ce3821839b2706d667758c63ac769d76800d815c73d2507c1e42/images/57d88f45e479ce3821839b2706d667758c63ac769d76800d815c73d2507c1e42.png,256,256,4,uint8,True,44,False,0
stage1_train,58406ed8ef944831c413c3424dc2b07e59aef13eb1ff16acbb3402b38b5de0bd,data/raw/dsb2018/stage1_train/58406ed8ef944831c413c3424dc2b07e59aef13eb1ff16acbb3402b38b5de0bd/images/58406ed8ef944831c413c3424dc2b07e59aef13eb1ff16acbb3402b38b5de0bd.png,360,360,4,uint8,True,18,False,0
stage1_train,589f86dee5b480a88dd4f77eeaffe2c4d70aefdf879a4096dde1fa4d41055b8f,data/raw/dsb2018/stage1_train/589f86dee5b480a88dd4f77eeaffe2c4d70aefdf879a4096dde1fa4d41055b8f/images/589f86dee5b480a88dd4f77eeaffe2c4d70aefdf879a4096dde1fa4d41055b8f.png,256,320,4,uint8,True,8,False,0
stage1_train,58c593bcb98386e7fd42a1d34e291db93477624b164e83ab2afa3caa90d1d921,data/raw/dsb2018/stage1_train/58c593bcb98386e7fd42a1d34e291db93477624b164e83ab2afa3caa90d1d921/images/58c593bcb98386e7fd42a1d34e291db93477624b164e83ab2afa3caa90d1d921.png,256,256,4,uint8,True,2,False,0
stage1_train,58cc121d37fb7f1b4a5252024d88415936781e540252b8f734faeedd29b682d5,data/raw/dsb2018/stage1_train/58cc121d37fb7f1b4a5252024d88415936781e540252b8f734faeedd29b682d5/images/58cc121d37fb7f1b4a5252024d88415936781e540252b8f734faeedd29b682d5.png,256,256,4,uint8,True,49,False,0
stage1_train,5908488d940e846cc121c768758da9b1bd5b9922417e20c9101a4e254fa98af8,data/raw/dsb2018/stage1_train/5908488d940e846cc121c768758da9b1bd5b9922417e20c9101a4e254fa98af8/images/5908488d940e846cc121c768758da9b1bd5b9922417e20c9101a4e254fa98af8.png,256,256,4,uint8,True,46,False,0
stage1_train,5953af5080d981b554529971903d8bee9871457a4361b51f04ba04f43793dd8f,data/raw/dsb2018/stage1_train/5953af5080d981b554529971903d8bee9871457a4361b51f04ba04f43793dd8f/images/5953af5080d981b554529971903d8bee9871457a4361b51f04ba04f43793dd8f.png,256,256,4,uint8,True,31,False,0
stage1_train,5afb7932e9c7328f4fb1d7a8166a3699d6cdc5192b93758a75e9956f1513c5a3,data/raw/dsb2018/stage1_train/5afb7932e9c7328f4fb1d7a8166a3699d6cdc5192b93758a75e9956f1513c5a3/images/5afb7932e9c7328f4fb1d7a8166a3699d6cdc5192b93758a75e9956f1513c5a3.png,520,696,4,uint8,True,272,False,0
stage1_train,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,data/raw/dsb2018/stage1_train/5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590/images/5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590.png,360,360,4,uint8,True,27,False,0
stage1_train,5b0bde771bc67c505d1b59405cbcad0a2766ec3ee4e35852e959552c1b454233,data/raw/dsb2018/stage1_train/5b0bde771bc67c505d1b59405cbcad0a2766ec3ee4e35852e959552c1b454233/images/5b0bde771bc67c505d1b59405cbcad0a2766ec3ee4e35852e959552c1b454233.png,256,256,4,uint8,True,10,False,0
stage1_train,5b12df18e4ae4df5af06052584cf0e6bef58ee2a220653890636eef88a944e14,data/raw/dsb2018/stage1_train/5b12df18e4ae4df5af06052584cf0e6bef58ee2a220653890636eef88a944e14/images/5b12df18e4ae4df5af06052584cf0e6bef58ee2a220653890636eef88a944e14.png,256,256,4,uint8,True,15,False,0
stage1_train,5b2ccfb94dedf2ec8797c0404fc324888e35ab903c41bb26f070552033ca8e6c,data/raw/dsb2018/stage1_train/5b2ccfb94dedf2ec8797c0404fc324888e35ab903c41bb26f070552033ca8e6c/images/5b2ccfb94dedf2ec8797c0404fc324888e35ab903c41bb26f070552033ca8e6c.png,256,256,4,uint8,True,36,False,0
stage1_train,5ba4facefc949c920d7054813a3e846b000969da2ed860148bdfd18456f59bcc,data/raw/dsb2018/stage1_train/5ba4facefc949c920d7054813a3e846b000969da2ed860148bdfd18456f59bcc/images/5ba4facefc949c920d7054813a3e846b000969da2ed860148bdfd18456f59bcc.png,360,360,4,uint8,True,31,False,0
stage1_train,5bb8508ff8ec8683fc6a8aa6bd470f6feb3af4eccdca07f51a1ebc9dad67cfb8,data/raw/dsb2018/stage1_train/5bb8508ff8ec8683fc6a8aa6bd470f6feb3af4eccdca07f51a1ebc9dad67cfb8/images/5bb8508ff8ec8683fc6a8aa6bd470f6feb3af4eccdca07f51a1ebc9dad67cfb8.png,520,696,4,uint8,True,32,False,0
stage1_train,5bda829acd824821bc1f3f6573cf065d364653d5322f033a4af943f7a6170566,data/raw/dsb2018/stage1_train/5bda829acd824821bc1f3f6573cf065d364653d5322f033a4af943f7a6170566/images/5bda829acd824821bc1f3f6573cf065d364653d5322f033a4af943f7a6170566.png,360,360,4,uint8,True,20,False,0
stage1_train,5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6,data/raw/dsb2018/stage1_train/5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6/images/5c235b945b25b9905b9b0429ce59f1db51d0d0c7d48c2c21ab9f3ca54b0715e6.png,360,360,4,uint8,True,29,False,0
stage1_train,5c6eb9a47852754d4e45eceb9a696c64c7cfe304afc5ea491cdfef11d55c17f3,data/raw/dsb2018/stage1_train/5c6eb9a47852754d4e45eceb9a696c64c7cfe304afc5ea491cdfef11d55c17f3/images/5c6eb9a47852754d4e45eceb9a696c64c7cfe304afc5ea491cdfef11d55c17f3.png,256,320,4,uint8,True,60,False,0
stage1_train,5cc036b65f7f2d5480e2be111a561f3713ac021683a9a9138dc49492a29ce856,data/raw/dsb2018/stage1_train/5cc036b65f7f2d5480e2be111a561f3713ac021683a9a9138dc49492a29ce856/images/5cc036b65f7f2d5480e2be111a561f3713ac021683a9a9138dc49492a29ce856.png,256,256,4,uint8,True,16,False,0
stage1_train,5d21acedb3015c1208b31778561f8b1079cca7487399300390c3947f691e3974,data/raw/dsb2018/stage1_train/5d21acedb3015c1208b31778561f8b1079cca7487399300390c3947f691e3974/images/5d21acedb3015c1208b31778561f8b1079cca7487399300390c3947f691e3974.png,512,640,4,uint8,True,37,False,0
stage1_train,5d2c98fd6fda3c7d739461c3b3d4a0c7f8456121a14519dc5955a1775227b053,data/raw/dsb2018/stage1_train/5d2c98fd6fda3c7d739461c3b3d4a0c7f8456121a14519dc5955a1775227b053/images/5d2c98fd6fda3c7d739461c3b3d4a0c7f8456121a14519dc5955a1775227b053.png,256,256,4,uint8,True,40,False,0
stage1_train,5d58600efa0c2667ec85595bf456a54e2bd6e6e9a5c0dff42d807bc9fe2b822e,data/raw/dsb2018/stage1_train/5d58600efa0c2667ec85595bf456a54e2bd6e6e9a5c0dff42d807bc9fe2b822e/images/5d58600efa0c2667ec85595bf456a54e2bd6e6e9a5c0dff42d807bc9fe2b822e.png,1024,1024,4,uint8,True,83,False,0
stage1_train,5d75a63972ef643efd7c42f20668b167f2af43635d6263962d84e62e7609ab51,data/raw/dsb2018/stage1_train/5d75a63972ef643efd7c42f20668b167f2af43635d6263962d84e62e7609ab51/images/5d75a63972ef643efd7c42f20668b167f2af43635d6263962d84e62e7609ab51.png,256,320,4,uint8,True,88,False,0
stage1_train,5ddbfba2519484316e4b7ccabfa605e6e6fd96c3d87ac8cdfd2c134571a15311,data/raw/dsb2018/stage1_train/5ddbfba2519484316e4b7ccabfa605e6e6fd96c3d87ac8cdfd2c134571a15311/images/5ddbfba2519484316e4b7ccabfa605e6e6fd96c3d87ac8cdfd2c134571a15311.png,256,256,4,uint8,True,23,False,0
stage1_train,5e263abff938acba1c0cff698261c7c00c23d7376e3ceacc3d5d4a655216b16d,data/raw/dsb2018/stage1_train/5e263abff938acba1c0cff698261c7c00c23d7376e3ceacc3d5d4a655216b16d/images/5e263abff938acba1c0cff698261c7c00c23d7376e3ceacc3d5d4a655216b16d.png,1024,1024,4,uint8,True,78,False,0
stage1_train,5ef4442e5b8b0b4cf824b61be4050dfd793d846e0a6800afa4425a2f66e91456,data/raw/dsb2018/stage1_train/5ef4442e5b8b0b4cf824b61be4050dfd793d846e0a6800afa4425a2f66e91456/images/5ef4442e5b8b0b4cf824b61be4050dfd793d846e0a6800afa4425a2f66e91456.png,256,320,4,uint8,True,54,False,0
stage1_train,5f9d29d6388c700f35a3c29fa1b1ce0c1cba6667d05fdb70bd1e89004dcf71ed,data/raw/dsb2018/stage1_train/5f9d29d6388c700f35a3c29fa1b1ce0c1cba6667d05fdb70bd1e89004dcf71ed/images/5f9d29d6388c700f35a3c29fa1b1ce0c1cba6667d05fdb70bd1e89004dcf71ed.png,520,696,4,uint8,True,148,False,0
stage1_train,602f267432e7a573e1092f1cf48135c82d0fbc8722bc028b9330ec801a40bb18,data/raw/dsb2018/stage1_train/602f267432e7a573e1092f1cf48135c82d0fbc8722bc028b9330ec801a40bb18/images/602f267432e7a573e1092f1cf48135c82d0fbc8722bc028b9330ec801a40bb18.png,520,696,4,uint8,True,19,False,0
stage1_train,6034456567632f4b48dc3dfbb98534b5953c151990f4235df6c912c0a9c08397,data/raw/dsb2018/stage1_train/6034456567632f4b48dc3dfbb98534b5953c151990f4235df6c912c0a9c08397/images/6034456567632f4b48dc3dfbb98534b5953c151990f4235df6c912c0a9c08397.png,256,256,4,uint8,True,19,False,0
stage1_train,608ff81c8a0c8b622f6648a9c7f935d85f0c503f515ef2ac3728387be1953ee8,data/raw/dsb2018/stage1_train/608ff81c8a0c8b622f6648a9c7f935d85f0c503f515ef2ac3728387be1953ee8/images/608ff81c8a0c8b622f6648a9c7f935d85f0c503f515ef2ac3728387be1953ee8.png,256,256,4,uint8,True,15,False,0
stage1_train,60cb718759bff13f81c4055a7679e81326f78b6a193a2d856546097c949b20ff,data/raw/dsb2018/stage1_train/60cb718759bff13f81c4055a7679e81326f78b6a193a2d856546097c949b20ff/images/60cb718759bff13f81c4055a7679e81326f78b6a193a2d856546097c949b20ff.png,256,256,4,uint8,True,27,False,0
stage1_train,610f32e2d9d270d740aec501dcf0c89595e4e623468ad43272adab90520a8f96,data/raw/dsb2018/stage1_train/610f32e2d9d270d740aec501dcf0c89595e4e623468ad43272adab90520a8f96/images/610f32e2d9d270d740aec501dcf0c89595e4e623468ad43272adab90520a8f96.png,256,320,4,uint8,True,55,False,0
stage1_train,615985773f1469fbc00915b3e82d1d4942051c09ddea2667e37ad361ed2e9d59,data/raw/dsb2018/stage1_train/615985773f1469fbc00915b3e82d1d4942051c09ddea2667e37ad361ed2e9d59/images/615985773f1469fbc00915b3e82d1d4942051c09ddea2667e37ad361ed2e9d59.png,256,256,4,uint8,True,35,False,0
stage1_train,619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483,data/raw/dsb2018/stage1_train/619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483/images/619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483.png,256,256,4,uint8,True,24,False,0
stage1_train,61a15ccbfebb9d2fc54c068472a75d7babfb3f48fea008470e7db807585f9510,data/raw/dsb2018/stage1_train/61a15ccbfebb9d2fc54c068472a75d7babfb3f48fea008470e7db807585f9510/images/61a15ccbfebb9d2fc54c068472a75d7babfb3f48fea008470e7db807585f9510.png,256,256,4,uint8,True,42,False,0
stage1_train,61dc249314d7b965eb4561ec739eab9b0f60af55c97b25ced8cb2a42a0be128e,data/raw/dsb2018/stage1_train/61dc249314d7b965eb4561ec739eab9b0f60af55c97b25ced8cb2a42a0be128e/images/61dc249314d7b965eb4561ec739eab9b0f60af55c97b25ced8cb2a42a0be128e.png,520,696,4,uint8,True,101,False,0
stage1_train,62057502c387145ed4f8f7f0d5e5bedcb72d3bcec15fa71cb0310dee32871461,data/raw/dsb2018/stage1_train/62057502c387145ed4f8f7f0d5e5bedcb72d3bcec15fa71cb0310dee32871461/images/62057502c387145ed4f8f7f0d5e5bedcb72d3bcec15fa71cb0310dee32871461.png,520,696,4,uint8,True,101,False,0
stage1_train,623cf6987b3fac8f384c09f40d98c5e739c097aa9a9627054542aa27f7d38db1,data/raw/dsb2018/stage1_train/623cf6987b3fac8f384c09f40d98c5e739c097aa9a9627054542aa27f7d38db1/images/623cf6987b3fac8f384c09f40d98c5e739c097aa9a9627054542aa27f7d38db1.png,256,256,4,uint8,True,23,False,0
stage1_train,62570c4ff1c5ab6d9d383aba9f25e604768520b4266afd40fdf4734a694c8bc3,data/raw/dsb2018/stage1_train/62570c4ff1c5ab6d9d383aba9f25e604768520b4266afd40fdf4734a694c8bc3/images/62570c4ff1c5ab6d9d383aba9f25e604768520b4266afd40fdf4734a694c8bc3.png,256,256,4,uint8,True,10,False,0
stage1_train,63d981a107091e1e3059102ce08870744dde173afe324bc2274c17d42f661778,data/raw/dsb2018/stage1_train/63d981a107091e1e3059102ce08870744dde173afe324bc2274c17d42f661778/images/63d981a107091e1e3059102ce08870744dde173afe324bc2274c17d42f661778.png,360,360,4,uint8,True,32,False,0
stage1_train,648636ee314d7bdba3ab2fc0fe49a863de35c3e2caf619039f678df67b526868,data/raw/dsb2018/stage1_train/648636ee314d7bdba3ab2fc0fe49a863de35c3e2caf619039f678df67b526868/images/648636ee314d7bdba3ab2fc0fe49a863de35c3e2caf619039f678df67b526868.png,256,256,4,uint8,True,86,False,0
stage1_train,64eeef16fdc4e26523d27bfa71a1d38d2cb2e4fa116c0d0ea56b1322f806f0b9,data/raw/dsb2018/stage1_train/64eeef16fdc4e26523d27bfa71a1d38d2cb2e4fa116c0d0ea56b1322f806f0b9/images/64eeef16fdc4e26523d27bfa71a1d38d2cb2e4fa116c0d0ea56b1322f806f0b9.png,256,256,4,uint8,True,90,False,0
stage1_train,65c8527c16a016191118e8adc3d307fe3a73d37cbe05597a95aebd75daf8d051,data/raw/dsb2018/stage1_train/65c8527c16a016191118e8adc3d307fe3a73d37cbe05597a95aebd75daf8d051/images/65c8527c16a016191118e8adc3d307fe3a73d37cbe05597a95aebd75daf8d051.png,256,320,4,uint8,True,111,False,0
stage1_train,66236902b874b7e4b3891db63a69f6d56f6edcec6aca7ba3c6871d73e7b4c34f,data/raw/dsb2018/stage1_train/66236902b874b7e4b3891db63a69f6d56f6edcec6aca7ba3c6871d73e7b4c34f/images/66236902b874b7e4b3891db63a69f6d56f6edcec6aca7ba3c6871d73e7b4c34f.png,360,360,4,uint8,True,25,False,0
stage1_train,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,data/raw/dsb2018/stage1_train/66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f/images/66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f.png,256,256,4,uint8,True,15,False,0
stage1_train,670ebd9d674be236b9bf0b28650ad3f68e1891b06e16a9021fd069ca7ef32b78,data/raw/dsb2018/stage1_train/670ebd9d674be236b9bf0b28650ad3f68e1891b06e16a9021fd069ca7ef32b78/images/670ebd9d674be236b9bf0b28650ad3f68e1891b06e16a9021fd069ca7ef32b78.png,360,360,4,uint8,True,20,False,0
stage1_train,673baf65ae5c571d6be452eb41e79ef3fc2eb3fd238e621c6b7621763b429989,data/raw/dsb2018/stage1_train/673baf65ae5c571d6be452eb41e79ef3fc2eb3fd238e621c6b7621763b429989/images/673baf65ae5c571d6be452eb41e79ef3fc2eb3fd238e621c6b7621763b429989.png,256,320,4,uint8,True,18,False,0
stage1_train,68f833de9f8c631cedd7031b8ed9b908c42cbbc1e14254722728a8b7d596fd4c,data/raw/dsb2018/stage1_train/68f833de9f8c631cedd7031b8ed9b908c42cbbc1e14254722728a8b7d596fd4c/images/68f833de9f8c631cedd7031b8ed9b908c42cbbc1e14254722728a8b7d596fd4c.png,256,256,4,uint8,True,32,False,0
stage1_train,693bc64581275f04fc456da74f031d583733360a1f6032fa38b3fbf592ff4352,data/raw/dsb2018/stage1_train/693bc64581275f04fc456da74f031d583733360a1f6032fa38b3fbf592ff4352/images/693bc64581275f04fc456da74f031d583733360a1f6032fa38b3fbf592ff4352.png,256,256,4,uint8,True,57,False,0
